"units","objectType","objects","OID","status","index","ID","objectFullName","defval","objectSyntax","description","maxAccess","augments","reference","objectName","parent","module"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39","current","","39","IP-MIB::ipv6RouterAdvertTable","","SEQUENCE OF Ipv6RouterAdvertEntry","""The table containing information used to construct router advertisements.""","not-accessible","","","ipv6RouterAdvertTable","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1","current","{ ipv6RouterAdvertIfIndex }","1","IP-MIB::ipv6RouterAdvertEntry","","Ipv6RouterAdvertEntry","""An entry containing information used to construct router advertisements. Information in this table is persistent, and when this object is written, the entity SHOULD save the change to non-volatile storage.""","not-accessible","","","ipv6RouterAdvertEntry","ipv6RouterAdvertTable","IP-MIB"
"","TEXTUAL-CONVENTION","","","","","","IP-MIB::Ipv6RouterAdvertEntry","","SEQUENCE { ipv6RouterAdvertIfIndex InterfaceIndex, ipv6RouterAdvertSendAdverts TruthValue, ipv6RouterAdvertMaxInterval Unsigned32, ipv6RouterAdvertMinInterval Unsigned32, ipv6RouterAdvertManagedFlag TruthValue, ipv6RouterAdvertOtherConfigFlag TruthValue, ipv6RouterAdvertLinkMTU Unsigned32, ipv6RouterAdvertReachableTime Unsigned32, ipv6RouterAdvertRetransmitTime Unsigned32, ipv6RouterAdvertCurHopLimit Unsigned32, ipv6RouterAdvertDefaultLifetime Unsigned32, ipv6RouterAdvertRowStatus RowStatus }","","","","","Ipv6RouterAdvertEntry","","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.1","current","","1","IP-MIB::ipv6RouterAdvertIfIndex","","InterfaceIndex","""The index value that uniquely identifies the interface on which router advertisements constructed with this information will be transmitted. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex.""","not-accessible","","","ipv6RouterAdvertIfIndex","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.2","current","","2","IP-MIB::ipv6RouterAdvertSendAdverts","{ false }","TruthValue","""A flag indicating whether the router sends periodic router advertisements and responds to router solicitations on this interface.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertSendAdverts","ipv6RouterAdvertEntry","IP-MIB"
"""seconds""","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.3","current","","3","IP-MIB::ipv6RouterAdvertMaxInterval","{ 600 }","Unsigned32 (4..1800)","""The maximum time allowed between sending unsolicited router advertisements from this interface.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertMaxInterval","ipv6RouterAdvertEntry","IP-MIB"
"""seconds""","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.4","current","","4","IP-MIB::ipv6RouterAdvertMinInterval","","Unsigned32 (3..1350)","""The minimum time allowed between sending unsolicited router advertisements from this interface. The default is 0.33 * ipv6RouterAdvertMaxInterval, however, in the case of a low value for ipv6RouterAdvertMaxInterval, the minimum value for this object is restricted to 3.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertMinInterval","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.5","current","","5","IP-MIB::ipv6RouterAdvertManagedFlag","{ false }","TruthValue","""The true/false value to be placed into the 'managed address configuration' flag field in router advertisements sent from this interface.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertManagedFlag","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.6","current","","6","IP-MIB::ipv6RouterAdvertOtherConfigFlag","{ false }","TruthValue","""The true/false value to be placed into the 'other stateful configuration' flag field in router advertisements sent from this interface.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertOtherConfigFlag","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.7","current","","7","IP-MIB::ipv6RouterAdvertLinkMTU","{ 0 }","Unsigned32","""The value to be placed in MTU options sent by the router on this interface. A value of zero indicates that no MTU options are sent.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertLinkMTU","ipv6RouterAdvertEntry","IP-MIB"
"""milliseconds""","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.8","current","","8","IP-MIB::ipv6RouterAdvertReachableTime","{ 0 }","Unsigned32 (0..3600000)","""The value to be placed in the reachable time field in router advertisement messages sent from this interface. A value of zero in the router advertisement indicates that the advertisement isn't specifying a value for reachable time.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertReachableTime","ipv6RouterAdvertEntry","IP-MIB"
"""milliseconds""","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.9","current","","9","IP-MIB::ipv6RouterAdvertRetransmitTime","{ 0 }","Unsigned32","""The value to be placed in the retransmit timer field in router advertisements sent from this interface. A value of zero in the router advertisement indicates that the advertisement isn't specifying a value for retrans time.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertRetransmitTime","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.10","current","","10","IP-MIB::ipv6RouterAdvertCurHopLimit","","Unsigned32 (0..255)","""The default value to be placed in the current hop limit field in router advertisements sent from this interface. The value should be set to the current diameter of the Internet. A value of zero in the router advertisement indicates that the advertisement isn't specifying a value for curHopLimit. The default should be set to the value specified in the IANA web pages (www.iana.org) at the time of implementation.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertCurHopLimit","ipv6RouterAdvertEntry","IP-MIB"
"""seconds""","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.11","current","","11","IP-MIB::ipv6RouterAdvertDefaultLifetime","","Unsigned32 (0|4..9000)","""The value to be placed in the router lifetime field of router advertisements sent from this interface. This value MUST be either 0 or between ipv6RouterAdvertMaxInterval and 9000 seconds. A value of zero indicates that the router is not to be used as a default router. The default is 3 * ipv6RouterAdvertMaxInterval.""","read-create","","""RFC 2461 Section 6.2.1""","ipv6RouterAdvertDefaultLifetime","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.39.1.12","current","","12","IP-MIB::ipv6RouterAdvertRowStatus","","RowStatus","""The status of this conceptual row. As all objects in this conceptual row have default values, a row can be created and made active by setting this object appropriately. The RowStatus TC requires that this DESCRIPTION clause states under which circumstances other objects in this row can be modified. The value of this object has no effect on whether other objects in this conceptual row can be modified.""","read-create","","","ipv6RouterAdvertRowStatus","ipv6RouterAdvertEntry","IP-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.5","","","5","IP-MIB::icmp","","","","","","","icmp","mib-2","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29","current","","29","IP-MIB::icmpStatsTable","","SEQUENCE OF IcmpStatsEntry","""The table of generic system-wide ICMP counters.""","not-accessible","","","icmpStatsTable","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1","current","{ icmpStatsIPVersion }","1","IP-MIB::icmpStatsEntry","","IcmpStatsEntry","""A conceptual row in the icmpStatsTable.""","not-accessible","","","icmpStatsEntry","icmpStatsTable","IP-MIB"
"","TEXTUAL-CONVENTION","","","","","","IP-MIB::IcmpStatsEntry","","SEQUENCE { icmpStatsIPVersion InetVersion, icmpStatsInMsgs Counter32, icmpStatsInErrors Counter32, icmpStatsOutMsgs Counter32, icmpStatsOutErrors Counter32 }","","","","","IcmpStatsEntry","","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1.1","current","","1","IP-MIB::icmpStatsIPVersion","","InetVersion","""The IP version of the statistics.""","not-accessible","","","icmpStatsIPVersion","icmpStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1.2","current","","2","IP-MIB::icmpStatsInMsgs","","Counter32","""The total number of ICMP messages that the entity received. Note that this counter includes all those counted by icmpStatsInErrors.""","read-only","","","icmpStatsInMsgs","icmpStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1.3","current","","3","IP-MIB::icmpStatsInErrors","","Counter32","""The number of ICMP messages that the entity received but determined as having ICMP-specific errors (bad ICMP checksums, bad length, etc.).""","read-only","","","icmpStatsInErrors","icmpStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1.4","current","","4","IP-MIB::icmpStatsOutMsgs","","Counter32","""The total number of ICMP messages that the entity attempted to send. Note that this counter includes all those counted by icmpStatsOutErrors.""","read-only","","","icmpStatsOutMsgs","icmpStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.29.1.5","current","","5","IP-MIB::icmpStatsOutErrors","","Counter32","""The number of ICMP messages that this entity did not send due to problems discovered within ICMP, such as a lack of buffers. This value should not include errors discovered outside the ICMP layer, such as the inability of IP to route the resultant datagram. In some implementations, there may be no types of error that contribute to this counter's value.""","read-only","","","icmpStatsOutErrors","icmpStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30","current","","30","IP-MIB::icmpMsgStatsTable","","SEQUENCE OF IcmpMsgStatsEntry","""The table of system-wide per-version, per-message type ICMP counters.""","not-accessible","","","icmpMsgStatsTable","icmp","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30.1","current","{ icmpMsgStatsIPVersion, icmpMsgStatsType }","1","IP-MIB::icmpMsgStatsEntry","","IcmpMsgStatsEntry","""A conceptual row in the icmpMsgStatsTable. The system should track each ICMP type value, even if that ICMP type is not supported by the system. However, a given row need not be instantiated unless a message of that type has been processed, i.e., the row for icmpMsgStatsType=X MAY be instantiated before but MUST be instantiated after the first message with Type=X is received or transmitted. After receiving or transmitting any succeeding messages with Type=X, the relevant counter must be incremented.""","not-accessible","","","icmpMsgStatsEntry","icmpMsgStatsTable","IP-MIB"
"","TEXTUAL-CONVENTION","","","","","","IP-MIB::IcmpMsgStatsEntry","","SEQUENCE { icmpMsgStatsIPVersion InetVersion, icmpMsgStatsType Integer32, icmpMsgStatsInPkts Counter32, icmpMsgStatsOutPkts Counter32 }","","","","","IcmpMsgStatsEntry","","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30.1.1","current","","1","IP-MIB::icmpMsgStatsIPVersion","","InetVersion","""The IP version of the statistics.""","not-accessible","","","icmpMsgStatsIPVersion","icmpMsgStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30.1.2","current","","2","IP-MIB::icmpMsgStatsType","","Integer32 (0..255)","""The ICMP type field of the message type being counted by this row. Note that ICMP message types are scoped by the address type in use.""","not-accessible","","""http://www.iana.org/assignments/icmp-parameters and http://www.iana.org/assignments/icmpv6-parameters""","icmpMsgStatsType","icmpMsgStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30.1.3","current","","3","IP-MIB::icmpMsgStatsInPkts","","Counter32","""The number of input packets for this AF and type.""","read-only","","","icmpMsgStatsInPkts","icmpMsgStatsEntry","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.5.30.1.4","current","","4","IP-MIB::icmpMsgStatsOutPkts","","Counter32","""The number of output packets for this AF and type.""","read-only","","","icmpMsgStatsOutPkts","icmpMsgStatsEntry","IP-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.48.2","","","2","IP-MIB::ipMIBConformance","","","","","","","ipMIBConformance","ipMIB","IP-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.48.2.1","","","1","IP-MIB::ipMIBCompliances","","","","","","","ipMIBCompliances","ipMIBConformance","IP-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.2.1.48.2.2","","","2","IP-MIB::ipMIBGroups","","","","","","","ipMIBGroups","ipMIBConformance","IP-MIB"
"","MODULE-COMPLIANCE","","1.3.6.1.2.1.48.2.1.2","","","2","IP-MIB::ipMIBCompliance2","","","","","","","ipMIBCompliance2","ipMIBCompliances","IP-MIB"
"","OBJECT-GROUP","{ ipForwarding, ipDefaultTTL, ipReasmTimeout }","1.3.6.1.2.1.48.2.2.3","current","","3","IP-MIB::ipv4GeneralGroup","","","""The group of IPv4-specific objects for basic management of IPv4 entities.""","","","","ipv4GeneralGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv4InterfaceReasmMaxSize, ipv4InterfaceEnableStatus, ipv4InterfaceRetransmitTime }","1.3.6.1.2.1.48.2.2.4","current","","4","IP-MIB::ipv4IfGroup","","","""The group of IPv4-specific objects for basic management of IPv4 interfaces.""","","","","ipv4IfGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv6IpForwarding, ipv6IpDefaultHopLimit }","1.3.6.1.2.1.48.2.2.5","current","","5","IP-MIB::ipv6GeneralGroup2","","","""The IPv6 group of objects providing for basic management of IPv6 entities.""","","","","ipv6GeneralGroup2","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv6InterfaceReasmMaxSize, ipv6InterfaceIdentifier, ipv6InterfaceEnableStatus, ipv6InterfaceReachableTime, ipv6InterfaceRetransmitTime, ipv6InterfaceForwarding }","1.3.6.1.2.1.48.2.2.6","current","","6","IP-MIB::ipv6IfGroup","","","""The group of IPv6-specific objects for basic management of IPv6 interfaces.""","","","","ipv6IfGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv4InterfaceTableLastChange, ipv6InterfaceTableLastChange, ipIfStatsTableLastChange }","1.3.6.1.2.1.48.2.2.7","current","","7","IP-MIB::ipLastChangeGroup","","","""The last change objects associated with this MIB. These objects are optional for all agents. They SHOULD be implemented on agents where it is possible to determine the proper values. Where it is not possible to determine the proper values, for example when the tables are split amongst several sub-agents using AgentX, the agent MUST NOT implement these objects to return an incorrect or static value.""","","","","ipLastChangeGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipSystemStatsInReceives, ipSystemStatsInOctets, ipSystemStatsInHdrErrors, ipSystemStatsInNoRoutes, ipSystemStatsInAddrErrors, ipSystemStatsInUnknownProtos, ipSystemStatsInTruncatedPkts, ipSystemStatsInForwDatagrams, ipSystemStatsReasmReqds, ipSystemStatsReasmOKs, ipSystemStatsReasmFails, ipSystemStatsInDiscards, ipSystemStatsInDelivers, ipSystemStatsOutRequests, ipSystemStatsOutNoRoutes, ipSystemStatsOutForwDatagrams, ipSystemStatsOutDiscards, ipSystemStatsOutFragReqds, ipSystemStatsOutFragOKs, ipSystemStatsOutFragFails, ipSystemStatsOutFragCreates, ipSystemStatsOutTransmits, ipSystemStatsOutOctets, ipSystemStatsInMcastPkts, ipSystemStatsInMcastOctets, ipSystemStatsOutMcastPkts, ipSystemStatsOutMcastOctets, ipSystemStatsDiscontinuityTime, ipSystemStatsRefreshRate }","1.3.6.1.2.1.48.2.2.8","current","","8","IP-MIB::ipSystemStatsGroup","","","""IP system wide statistics.""","","","","ipSystemStatsGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipSystemStatsInBcastPkts, ipSystemStatsOutBcastPkts }","1.3.6.1.2.1.48.2.2.9","current","","9","IP-MIB::ipv4SystemStatsGroup","","","""IPv4 only system wide statistics.""","","","","ipv4SystemStatsGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipSystemStatsHCInOctets, ipSystemStatsHCOutOctets, ipSystemStatsHCInMcastOctets, ipSystemStatsHCOutMcastOctets }","1.3.6.1.2.1.48.2.2.10","current","","10","IP-MIB::ipSystemStatsHCOctetGroup","","","""IP system wide statistics for systems that may overflow the standard octet counters within 1 hour.""","","","","ipSystemStatsHCOctetGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipSystemStatsHCInReceives, ipSystemStatsHCInForwDatagrams, ipSystemStatsHCInDelivers, ipSystemStatsHCOutRequests, ipSystemStatsHCOutForwDatagrams, ipSystemStatsHCOutTransmits, ipSystemStatsHCInMcastPkts, ipSystemStatsHCOutMcastPkts }","1.3.6.1.2.1.48.2.2.11","current","","11","IP-MIB::ipSystemStatsHCPacketGroup","","","""IP system wide statistics for systems that may overflow the standard packet counters within 1 hour.""","","","","ipSystemStatsHCPacketGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipSystemStatsHCInBcastPkts, ipSystemStatsHCOutBcastPkts }","1.3.6.1.2.1.48.2.2.12","current","","12","IP-MIB::ipv4SystemStatsHCPacketGroup","","","""IPv4 only system wide statistics for systems that may overflow the standard packet counters within 1 hour.""","","","","ipv4SystemStatsHCPacketGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipIfStatsInReceives, ipIfStatsInOctets, ipIfStatsInHdrErrors, ipIfStatsInNoRoutes, ipIfStatsInAddrErrors, ipIfStatsInUnknownProtos, ipIfStatsInTruncatedPkts, ipIfStatsInForwDatagrams, ipIfStatsReasmReqds, ipIfStatsReasmOKs, ipIfStatsReasmFails, ipIfStatsInDiscards, ipIfStatsInDelivers, ipIfStatsOutRequests, ipIfStatsOutForwDatagrams, ipIfStatsOutDiscards, ipIfStatsOutFragReqds, ipIfStatsOutFragOKs, ipIfStatsOutFragFails, ipIfStatsOutFragCreates, ipIfStatsOutTransmits, ipIfStatsOutOctets, ipIfStatsInMcastPkts, ipIfStatsInMcastOctets, ipIfStatsOutMcastPkts, ipIfStatsOutMcastOctets, ipIfStatsDiscontinuityTime, ipIfStatsRefreshRate }","1.3.6.1.2.1.48.2.2.13","current","","13","IP-MIB::ipIfStatsGroup","","","""IP per-interface statistics.""","","","","ipIfStatsGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipIfStatsInBcastPkts, ipIfStatsOutBcastPkts }","1.3.6.1.2.1.48.2.2.14","current","","14","IP-MIB::ipv4IfStatsGroup","","","""IPv4 only per-interface statistics.""","","","","ipv4IfStatsGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipIfStatsHCInOctets, ipIfStatsHCOutOctets, ipIfStatsHCInMcastOctets, ipIfStatsHCOutMcastOctets }","1.3.6.1.2.1.48.2.2.15","current","","15","IP-MIB::ipIfStatsHCOctetGroup","","","""IP per-interfaces statistics for systems that include interfaces that may overflow the standard octet counters within 1 hour.""","","","","ipIfStatsHCOctetGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipIfStatsHCInReceives, ipIfStatsHCInForwDatagrams, ipIfStatsHCInDelivers, ipIfStatsHCOutRequests, ipIfStatsHCOutForwDatagrams, ipIfStatsHCOutTransmits, ipIfStatsHCInMcastPkts, ipIfStatsHCOutMcastPkts }","1.3.6.1.2.1.48.2.2.16","current","","16","IP-MIB::ipIfStatsHCPacketGroup","","","""IP per-interfaces statistics for systems that include interfaces that may overflow the standard packet counters within 1 hour.""","","","","ipIfStatsHCPacketGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipIfStatsHCInBcastPkts, ipIfStatsHCOutBcastPkts }","1.3.6.1.2.1.48.2.2.17","current","","17","IP-MIB::ipv4IfStatsHCPacketGroup","","","""IPv4 only per-interface statistics for systems that include interfaces that may overflow the standard packet counters within 1 hour.""","","","","ipv4IfStatsHCPacketGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipAddressPrefixOrigin, ipAddressPrefixOnLinkFlag, ipAddressPrefixAutonomousFlag, ipAddressPrefixAdvPreferredLifetime, ipAddressPrefixAdvValidLifetime }","1.3.6.1.2.1.48.2.2.18","current","","18","IP-MIB::ipAddressPrefixGroup","","","""The group of objects for providing information about address prefixes used by this node.""","","","","ipAddressPrefixGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipAddressSpinLock, ipAddressIfIndex, ipAddressType, ipAddressPrefix, ipAddressOrigin, ipAddressStatus, ipAddressCreated, ipAddressLastChanged, ipAddressRowStatus, ipAddressStorageType }","1.3.6.1.2.1.48.2.2.19","current","","19","IP-MIB::ipAddressGroup","","","""The group of objects for providing information about the addresses relevant to this entity's interfaces.""","","","","ipAddressGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipNetToPhysicalPhysAddress, ipNetToPhysicalLastUpdated, ipNetToPhysicalType, ipNetToPhysicalState, ipNetToPhysicalRowStatus }","1.3.6.1.2.1.48.2.2.20","current","","20","IP-MIB::ipNetToPhysicalGroup","","","""The group of objects for providing information about the mappings of network address to physical address known to this node.""","","","","ipNetToPhysicalGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv6ScopeZoneIndexLinkLocal, ipv6ScopeZoneIndex3, ipv6ScopeZoneIndexAdminLocal, ipv6ScopeZoneIndexSiteLocal, ipv6ScopeZoneIndex6, ipv6ScopeZoneIndex7, ipv6ScopeZoneIndexOrganizationLocal, ipv6ScopeZoneIndex9, ipv6ScopeZoneIndexA, ipv6ScopeZoneIndexB, ipv6ScopeZoneIndexC, ipv6ScopeZoneIndexD }","1.3.6.1.2.1.48.2.2.21","current","","21","IP-MIB::ipv6ScopeGroup","","","""The group of objects for managing IPv6 scope zones.""","","","","ipv6ScopeGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipDefaultRouterLifetime, ipDefaultRouterPreference }","1.3.6.1.2.1.48.2.2.22","current","","22","IP-MIB::ipDefaultRouterGroup","","","""The group of objects for providing information about default routers known to this node.""","","","","ipDefaultRouterGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ ipv6RouterAdvertSpinLock, ipv6RouterAdvertSendAdverts, ipv6RouterAdvertMaxInterval, ipv6RouterAdvertMinInterval, ipv6RouterAdvertManagedFlag, ipv6RouterAdvertOtherConfigFlag, ipv6RouterAdvertLinkMTU, ipv6RouterAdvertReachableTime, ipv6RouterAdvertRetransmitTime, ipv6RouterAdvertCurHopLimit, ipv6RouterAdvertDefaultLifetime, ipv6RouterAdvertRowStatus }","1.3.6.1.2.1.48.2.2.23","current","","23","IP-MIB::ipv6RouterAdvertGroup","","","""The group of objects for controlling information advertised by IPv6 routers.""","","","","ipv6RouterAdvertGroup","ipMIBGroups","IP-MIB"
"","OBJECT-GROUP","{ icmpStatsInMsgs, icmpStatsInErrors, icmpStatsOutMsgs, icmpStatsOutErrors, icmpMsgStatsInPkts, icmpMsgStatsOutPkts }","1.3.6.1.2.1.48.2.2.24","current","","24","IP-MIB::icmpStatsGroup","","","""The group of objects providing ICMP statistics.""","","","","icmpStatsGroup","ipMIBGroups","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.3","deprecated","","3","IP-MIB::ipInReceives","","Counter32","""The total number of input datagrams received from interfaces, including those received in error. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInRecieves.""","read-only","","","ipInReceives","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.4","deprecated","","4","IP-MIB::ipInHdrErrors","","Counter32","""The number of input datagrams discarded due to errors in their IPv4 headers, including bad checksums, version number mismatch, other format errors, time-to-live exceeded, errors discovered in processing their IPv4 options, etc. This object has been deprecated as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInHdrErrors.""","read-only","","","ipInHdrErrors","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.5","deprecated","","5","IP-MIB::ipInAddrErrors","","Counter32","""The number of input datagrams discarded because the IPv4 address in their IPv4 header's destination field was not a valid address to be received at this entity. This count includes invalid addresses (e.g., 0.0.0.0) and addresses of unsupported Classes (e.g., Class E). For entities which are not IPv4 routers, and therefore do not forward datagrams, this counter includes datagrams discarded because the destination address was not a local address. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInAddrErrors.""","read-only","","","ipInAddrErrors","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.6","deprecated","","6","IP-MIB::ipForwDatagrams","","Counter32","""The number of input datagrams for which this entity was not their final IPv4 destination, as a result of which an attempt was made to find a route to forward them to that final destination. In entities which do not act as IPv4 routers, this counter will include only those packets which were Source-Routed via this entity, and the Source-Route option processing was successful. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInForwDatagrams.""","read-only","","","ipForwDatagrams","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.7","deprecated","","7","IP-MIB::ipInUnknownProtos","","Counter32","""The number of locally-addressed datagrams received successfully but discarded because of an unknown or unsupported protocol. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInUnknownProtos.""","read-only","","","ipInUnknownProtos","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.8","deprecated","","8","IP-MIB::ipInDiscards","","Counter32","""The number of input IPv4 datagrams for which no problems were encountered to prevent their continued processing, but which were discarded (e.g., for lack of buffer space). Note that this counter does not include any datagrams discarded while awaiting re-assembly. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsInDiscards.""","read-only","","","ipInDiscards","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.9","deprecated","","9","IP-MIB::ipInDelivers","","Counter32","""The total number of input datagrams successfully delivered to IPv4 user-protocols (including ICMP). This object has been deprecated as a new IP version neutral table has been added. It is loosely replaced by ipSystemStatsIndelivers.""","read-only","","","ipInDelivers","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.10","deprecated","","10","IP-MIB::ipOutRequests","","Counter32","""The total number of IPv4 datagrams which local IPv4 user protocols (including ICMP) supplied to IPv4 in requests for transmission. Note that this counter does not include any datagrams counted in ipForwDatagrams. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutRequests.""","read-only","","","ipOutRequests","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.11","deprecated","","11","IP-MIB::ipOutDiscards","","Counter32","""The number of output IPv4 datagrams for which no problem was encountered to prevent their transmission to their destination, but which were discarded (e.g., for lack of buffer space). Note that this counter would include datagrams counted in ipForwDatagrams if any such packets met this (discretionary) discard criterion. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutDiscards.""","read-only","","","ipOutDiscards","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.12","deprecated","","12","IP-MIB::ipOutNoRoutes","","Counter32","""The number of IPv4 datagrams discarded because no route could be found to transmit them to their destination. Note that this counter includes any packets counted in ipForwDatagrams which meet this `no-route' criterion. Note that this includes any datagrams which a host cannot route because all of its default routers are down. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsOutNoRoutes.""","read-only","","","ipOutNoRoutes","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.14","deprecated","","14","IP-MIB::ipReasmReqds","","Counter32","""The number of IPv4 fragments received which needed to be reassembled at this entity. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsReasmReqds.""","read-only","","","ipReasmReqds","ip","IP-MIB"
"","OBJECT-TYPE","","1.3.6.1.2.1.4.15","deprecated","","15","IP-MIB::ipReasmOKs","","Counter32","""The number of IPv4 datagrams successfully re-assembled. This object has been deprecated, as a new IP version-neutral table has been added. It is loosely replaced by ipSystemStatsReasmOKs.""","read-only","","","ipReasmOKs","ip","IP-MIB"
